Municipality name;Official municipality code (AGS);Name of municipality ass.;Code of municipality associations (RS)
Stollberg/Erzgeb., Stadt;14521590;Stollberg/Erzgeb.;145215133.0
Stützengrün;14521600;Stützengrün;145210600.0
Tannenberg;14521610;Geyer;145215110.0
Thalheim/Erzgeb., Stadt;14521620;Thalheim/Erzgeb., Stadt;145210620.0
Thermalbad Wiesenbad;14521630;Thermalbad Wiesenbad;145210630.0
Thum, Stadt;14521640;Thum, Stadt;145210640.0
Wolkenstein, Stadt;14521670;Wolkenstein, Stadt;145210670.0
Zschopau, Stadt;14521690;Zschopau;145215138.0
Zschorlau;14521700;Zschorlau;145215139.0
Zwönitz, Stadt;14521710;Zwönitz;145215140.0
Altmittweida;14522010;Mittweida;145225119.0
Augustusburg, Stadt;14522020;Augustusburg, Stadt;145220020.0
Bobritzsch-Hilbersdorf;14522035;Bobritzsch-Hilbersdorf;145220035.0
Brand-Erbisdorf, Stadt;14522050;Brand-Erbisdorf, Stadt;145220050.0
Burgstädt, Stadt;14522060;Burgstädt;145225102.0
Claußnitz;14522070;Claußnitz;145220070.0
Döbeln, Stadt;14522080;Döbeln, Stadt;145220080.0
Dorfchemnitz;14522090;Sayda/Dorfchemnitz;145225129.0
Eppendorf;14522110;Eppendorf;145220110.0
Erlau;14522120;Erlau;145220120.0
Flöha, Stadt;14522140;Flöha, Stadt;145220140.0
Frankenberg/Sa., Stadt;14522150;Frankenberg/Sa., Stadt;145220150.0
Frauenstein, Stadt;14522170;Frauenstein, Stadt;145220170.0
Freiberg, Stadt, Universitätsstadt;14522180;Freiberg, Stadt, Universitätsstadt;145220180.0
Geringswalde, Stadt;14522190;Geringswalde, Stadt;145220190.0
Großhartmannsdorf;14522200;Großhartmannsdorf;145220200.0
Großschirma, Stadt;14522210;Großschirma, Stadt;145220210.0
Großweitzschen;14522220;Großweitzschen;145220220.0
Hainichen, Stadt;14522230;Hainichen, Stadt;145220230.0
Halsbrücke;14522240;Halsbrücke;145220240.0
Hartha, Stadt;14522250;Hartha, Stadt;145220250.0
Hartmannsdorf;14522260;Hartmannsdorf;145220260.0
Königsfeld;14522280;Rochlitz;145225126.0
Königshain-Wiederau;14522290;Königshain-Wiederau;145220290.0
Kriebstein;14522300;Kriebstein;145220300.0
Leisnig, Stadt;14522310;Leisnig, Stadt;145220310.0
Leubsdorf;14522320;Leubsdorf;145220320.0
Lichtenau;14522330;Lichtenau;145220330.0
Lichtenberg/Erzgeb.;14522340;Lichtenberg-Weißenborn;145225113.0
Lunzenau, Stadt;14522350;Lunzenau, Stadt;145220350.0
Mittweida, Stadt, Hochschulstadt;14522360;Mittweida;145225119.0
Mühlau;14522380;Burgstädt;145225102.0
Mulda/Sa.;14522390;Mulda/Sa.;145220390.0
Neuhausen/Erzgeb.;14522400;Neuhausen/Erzgeb.;145220400.0
Niederwiesa;14522420;Niederwiesa;145220420.0
Oberschöna;14522430;Oberschöna;145220430.0
Oederan, Stadt;14522440;Oederan, Stadt;145220440.0
Ostrau;14522450;Ostrau;145225123.0
Penig, Stadt;14522460;Penig, Stadt;145220460.0
Rechenberg-Bienenmühle;14522470;Rechenberg-Bienenmühle;145220470.0
Reinsberg;14522480;Reinsberg;145220480.0
Rochlitz, Stadt;14522490;Rochlitz;145225126.0
Rossau;14522500;Rossau;145220500.0
Roßwein, Stadt;14522510;Roßwein, Stadt;145220510.0
Sayda, Stadt;14522520;Sayda/Dorfchemnitz;145225129.0
Seelitz;14522530;Rochlitz;145225126.0
Striegistal;14522540;Striegistal;145220540.0
Taura;14522550;Burgstädt;145225102.0
Waldheim, Stadt;14522570;Waldheim, Stadt;145220570.0
Wechselburg;14522580;Wechselburg;145220580.0
Weißenborn/Erzgeb.;14522590;Lichtenberg-Weißenborn;145225113.0
Zettlitz;14522600;Rochlitz;145225126.0
Zschaitz-Ottewig;14522620;Ostrau;145225123.0
Adorf/Vogtl., Stadt;14523010;Adorf/Vogtl., Stadt;145230010.0
Auerbach/Vogtl., Stadt;14523020;Auerbach/Vogtl., Stadt;145230020.0
Bad Brambach;14523030;Bad Brambach;145230030.0
Bad Elster, Stadt;14523040;Bad Elster, Stadt;145230040.0
Bergen;14523050;Jägerswald;145235402.0
Bösenbrunn;14523060;Oelsnitz/Vogtl.;145235122.0
Eichigt;14523080;Oelsnitz/Vogtl.;145235122.0
Ellefeld;14523090;Ellefeld;145230090.0
Elsterberg, Stadt;14523100;Elsterberg, Stadt;145230100.0
Falkenstein/Vogtl., Stadt;14523120;Falkenstein;145235107.0
Grünbach;14523130;Falkenstein;145235107.0
Heinsdorfergrund;14523150;Reichenbach im Vogtland;145235125.0
Klingenthal, Stadt;14523160;Klingenthal, Stadt;145230160.0
Lengenfeld, Stadt;14523170;Lengenfeld, Stadt;145230170.0
Limbach;14523190;Netzschkau-Limbach;145235120.0
Markneukirchen, Stadt;14523200;Markneukirchen, Stadt;145230200.0
Mühlental;14523230;Schöneck/Mühlental;145235131.0
Muldenhammer;14523245;Muldenhammer;145230245.0
Netzschkau, Stadt;14523260;Netzschkau-Limbach;145235120.0
Neuensalz;14523270;Treuen/Neuensalz;145235134.0
Neumark;14523280;Neumark;145230280.0
Neustadt/Vogtl.;14523290;Falkenstein;145235107.0
Oelsnitz/Vogtl., Stadt;14523300;Oelsnitz/Vogtl.;145235122.0
Pausa-Mühltroff, Stadt;14523310;Pausa-Mühltroff, Stadt;145230310.0
Plauen, Stadt;14523320;Plauen, Stadt;145230320.0
Pöhl;14523330;Pöhl;145230330.0
Reichenbach im Vogtland, Stadt;14523340;Reichenbach im Vogtland;145235125.0
Rodewisch, Stadt;14523360;Rodewisch, Stadt;145230360.0
Rosenbach/Vogtl.;14523365;Rosenbach/Vogtl.;145230365.0
Schöneck/Vogtl., Stadt;14523370;Schöneck/Mühlental;145235131.0
Steinberg;14523380;Steinberg;145230380.0
Theuma;14523410;Jägerswald;145235402.0
Tirpersdorf;14523420;Jägerswald;145235402.0
Treuen, Stadt;14523430;Treuen/Neuensalz;145235134.0
Triebel/Vogtl.;14523440;Oelsnitz/Vogtl.;145235122.0
Weischlitz;14523450;Weischlitz;145230450.0
Werda;14523460;Jägerswald;145235402.0
Bernsdorf;14524010;Rund um den Auersberg;145245128.0
Callenberg;14524020;Callenberg;145240020.0
Crimmitschau, Stadt;14524030;Crimmitschau-Dennheritz;145245104.0
Crinitzberg;14524040;Kirchberg;145245111.0
Dennheritz;14524050;Crimmitschau-Dennheritz;145245104.0
Fraureuth;14524060;Fraureuth;145240060.0
Gersdorf;14524070;Gersdorf;145240070.0
Glauchau, Stadt;14524080;Glauchau, Stadt;145240080.0
Hartenstein, Stadt;14524090;Hartenstein, Stadt;145240090.0
Hartmannsdorf b. Kirchberg;14524100;Kirchberg;145245111.0
Hirschfeld;14524110;Kirchberg;145245111.0
Hohenstein-Ernstthal, Stadt;14524120;Hohenstein-Ernstthal, Stadt;145240120.0
Kirchberg, Stadt;14524130;Kirchberg;145245111.0
Langenbernsdorf;14524140;Langenbernsdorf;145240140.0
Langenweißbach;14524150;Langenweißbach;145240150.0
Lichtenstein/Sa., Stadt;14524160;Rund um den Auersberg;145245128.0
Lichtentanne;14524170;Lichtentanne;145240170.0
Limbach-Oberfrohna, Stadt;14524180;Limbach-Oberfrohna;145245114.0
Meerane, Stadt;14524190;Meerane-Schönberg;145245118.0
Mülsen;14524200;Mülsen;145240200.0
Neukirchen/Pleiße;14524210;Neukirchen/Pleiße;145240210.0
Niederfrohna;14524220;Limbach-Oberfrohna;145245114.0
Oberlungwitz, Stadt;14524230;Oberlungwitz, Stadt;145240230.0
Oberwiera;14524240;Waldenburg;145245135.0
Reinsdorf;14524250;Reinsdorf;145240250.0
Remse;14524260;Waldenburg;145245135.0
Schönberg;14524270;Meerane-Schönberg;145245118.0
St. Egidien;14524280;Rund um den Auersberg;145245128.0
Waldenburg, Stadt;14524290;Waldenburg;145245135.0
Werdau, Stadt;14524300;Werdau, Stadt;145240300.0
Wildenfels, Stadt;14524310;Wildenfels, Stadt;145240310.0
Wilkau-Haßlau, Stadt;14524320;Wilkau-Haßlau, Stadt;145240320.0
Zwickau, Stadt;14524330;Zwickau, Stadt;145240330.0
Dresden, Stadt;14612000;Dresden, Stadt;146120000.0
Arnsdorf;14625010;Arnsdorf;146250010.0
Bautzen, Stadt;14625020;Bautzen, Stadt;146250020.0
Bernsdorf, Stadt;14625030;Bernsdorf, Stadt;146250030.0
Bischofswerda, Stadt;14625040;Bischofswerda;146255207.0
Burkau;14625060;Burkau;146250060.0
Crostwitz;14625080;Am Klosterwasser;146255501.0
Cunewalde;14625090;Cunewalde;146250090.0
Demitz-Thumitz;14625100;Demitz-Thumitz;146250100.0
Doberschau-Gaußig;14625110;Doberschau-Gaußig;146250110.0
Elsterheide;14625120;Elsterheide;146250120.0
Elstra, Stadt;14625130;Elstra, Stadt;146250130.0
Frankenthal;14625140;Großharthau;146255211.0
Göda;14625150;Göda;146250150.0
Großdubrau;14625160;Großdubrau;146250160.0
Großharthau;14625170;Großharthau;146255211.0
Großnaundorf;14625180;Pulsnitz;146255231.0
Großpostwitz/O.L.;14625190;Großpostwitz/O.L.;146255212.0
Großröhrsdorf, Stadt;14625200;Großröhrsdorf, Stadt;146250200.0
Haselbachtal;14625220;Haselbachtal;146250220.0
Hochkirch;14625230;Hochkirch;146250230.0
Hoyerswerda, Stadt;14625240;Hoyerswerda, Stadt;146250240.0
Kamenz, Stadt;14625250;Kamenz, Stadt;146250250.0
Königsbrück, Stadt;14625270;Königsbrück;146255218.0
Königswartha;14625280;Königswartha;146250280.0
Kubschütz;14625290;Kubschütz;146250290.0
Laußnitz;14625300;Königsbrück;146255218.0
Lauta, Stadt;14625310;Lauta, Stadt;146250310.0
Lichtenberg;14625320;Pulsnitz;146255231.0
Lohsa;14625330;Lohsa;146250330.0
Malschwitz;14625340;Malschwitz;146250340.0
Nebelschütz;14625350;Am Klosterwasser;146255501.0
Neschwitz;14625360;Neschwitz;146255223.0
Neukirch;14625370;Königsbrück;146255218.0
Neukirch/Lausitz;14625380;Neukirch/Lausitz;146250380.0
Obergurig;14625390;Großpostwitz/O.L.;146255212.0
Ohorn;14625410;Pulsnitz;146255231.0
Oßling;14625420;Oßling;146250420.0
Ottendorf-Okrilla;14625430;Ottendorf-Okrilla;146250430.0
Panschwitz-Kuckau;14625440;Am Klosterwasser;146255501.0
Pulsnitz, Stadt;14625450;Pulsnitz;146255231.0
Puschwitz;14625460;Neschwitz;146255223.0
Räckelwitz;14625470;Am Klosterwasser;146255501.0
Radeberg, Stadt;14625480;Radeberg, Stadt;146250480.0
Radibor;14625490;Radibor;146250490.0
Ralbitz-Rosenthal;14625500;Am Klosterwasser;146255501.0
Rammenau;14625510;Bischofswerda;146255207.0
Schirgiswalde-Kirschau, Stadt;14625525;Schirgiswalde-Kirschau, Stadt;146250525.0
Schmölln-Putzkau;14625530;Schmölln-Putzkau;146250530.0
Schwepnitz;14625550;Schwepnitz;146250550.0
Sohland a. d. Spree;14625560;Sohland a. d. Spree;146250560.0
Spreetal;14625570;Spreetal;146250570.0
Steina;14625580;Pulsnitz;146255231.0
Steinigtwolmsdorf;14625590;Steinigtwolmsdorf;146250590.0
Wachau;14625600;Wachau;146250600.0
Weißenberg, Stadt;14625610;Weißenberg, Stadt;146250610.0
Wilthen, Stadt;14625630;Wilthen, Stadt;146250630.0
Wittichenau, Stadt;14625640;Wittichenau, Stadt;146250640.0
Bad Muskau, Stadt;14626010;Bad Muskau;146265203.0
Beiersdorf;14626020;Oppach-Beiersdorf;146265228.0
Bernstadt a. d. Eigen, Stadt;14626030;Bernstadt / Schönau-Berzdorf;146265206.0
Bertsdorf-Hörnitz;14626050;Olbersdorf;146265227.0
Boxberg/O.L.;14626060;Boxberg/O.L.;146260060.0
Dürrhennersdorf;14626070;Neusalza-Spremberg;146265224.0
Ebersbach-Neugersdorf, Stadt;14626085;Ebersbach-Neugersdorf, Stadt;146260085.0
Gablenz;14626100;Bad Muskau;146265203.0
Görlitz, Stadt;14626110;Görlitz, Stadt;146260110.0
Groß Düben;14626120;Schleife;146265237.0
Großschönau;14626140;Großschönau-Hainewalde;146265214.0
Großschweidnitz;14626150;Löbau;146265220.0
Hähnichen;14626160;Rothenburg/O.L.;146265235.0
Hainewalde;14626170;Großschönau-Hainewalde;146265214.0
Herrnhut, Stadt;14626180;Herrnhut, Stadt;146260180.0
Hohendubrau;14626190;Diehsa;146265502.0
Horka;14626200;Weißer Schöps/Neiße;146265503.0
Jonsdorf, Kurort;14626210;Olbersdorf;146265227.0
Kodersdorf;14626230;Weißer Schöps/Neiße;146265503.0
Königshain;14626240;Reichenbach/O.L.;146265232.0
Kottmar;14626245;Kottmar;146260245.0
Krauschwitz i.d. O.L.;14626250;Krauschwitz i.d. O.L.;146260250.0
Kreba-Neudorf;14626260;Rietschen;146265233.0
Lawalde;14626270;Löbau;146265220.0
Leutersdorf;14626280;Leutersdorf;146260280.0
Löbau, Stadt;14626290;Löbau;146265220.0
Markersdorf;14626300;Markersdorf;146260300.0
Mittelherwigsdorf;14626310;Mittelherwigsdorf;146260310.0
Mücka;14626320;Diehsa;146265502.0
Neißeaue;14626330;Weißer Schöps/Neiße;146265503.0
Neusalza-Spremberg, Stadt;14626350;Neusalza-Spremberg;146265224.0
Niesky, Stadt;14626370;Niesky, Stadt;146260370.0
Oderwitz;14626390;Oderwitz;146260390.0
Olbersdorf;14626400;Olbersdorf;146265227.0
Oppach;14626410;Oppach-Beiersdorf;146265228.0
Ostritz, Stadt;14626420;Ostritz, Stadt;146260420.0
Oybin;14626430;Olbersdorf;146265227.0
Quitzdorf am See;14626440;Diehsa;146265502.0
Reichenbach/O.L., Stadt;14626450;Reichenbach/O.L.;146265232.0
Rietschen;14626460;Rietschen;146265233.0
Rosenbach;14626470;Löbau;146265220.0
Rothenburg/O.L., Stadt;14626480;Rothenburg/O.L.;146265235.0
Schleife;14626490;Schleife;146265237.0
Schönau-Berzdorf a. d. Eigen;14626500;Bernstadt / Schönau-Berzdorf;146265206.0
Schönbach;14626510;Neusalza-Spremberg;146265224.0
Schöpstal;14626520;Weißer Schöps/Neiße;146265503.0
Seifhennersdorf, Stadt;14626530;Seifhennersdorf, Stadt;146260530.0
Trebendorf;14626560;Schleife;146265237.0
Vierkirchen;14626570;Reichenbach/O.L.;146265232.0
Waldhufen;14626580;Diehsa;146265502.0
Weißkeißel;14626590;Weißwasser/O.L.;146265242.0
Weißwasser/O.L., Stadt;14626600;Weißwasser/O.L.;146265242.0
Zittau, Stadt;14626610;Zittau, Stadt;146260610.0
Coswig, Stadt;14627010;Coswig, Stadt;146270010.0
Diera-Zehren;14627020;Diera-Zehren;146270020.0
Ebersbach;14627030;Ebersbach;146270030.0
Glaubitz;14627040;Nünchritz;146275225.0
Gröditz, Stadt;14627050;Gröditz, Stadt;146270050.0
Großenhain, Stadt;14627060;Großenhain, Stadt;146270060.0
Hirschstein;14627070;Hirschstein;146270070.0
Käbschütztal;14627080;Käbschütztal;146270080.0
Klipphausen;14627100;Klipphausen;146270100.0
Lampertswalde;14627110;Schönfeld;146275238.0
Lommatzsch, Stadt;14627130;Lommatzsch, Stadt;146270130.0
Meißen, Stadt;14627140;Meißen, Stadt;146270140.0
Moritzburg;14627150;Moritzburg;146270150.0
Niederau;14627170;Niederau;146270170.0
Nossen, Stadt;14627180;Nossen, Stadt;146270180.0
Nünchritz;14627190;Nünchritz;146275225.0
Priestewitz;14627200;Priestewitz;146270200.0
Radebeul, Stadt;14627210;Radebeul, Stadt;146270210.0
Radeburg, Stadt;14627220;Radeburg, Stadt;146270220.0
Riesa, Stadt;14627230;Riesa, Stadt;146270230.0
Röderaue;14627240;Röderaue-Wülknitz;146275234.0
Schönfeld;14627250;Schönfeld;146275238.0
Stauchitz;14627260;Stauchitz;146270260.0
Strehla, Stadt;14627270;Strehla, Stadt;146270270.0
Thiendorf;14627290;Thiendorf;146270290.0
Weinböhla;14627310;Weinböhla;146270310.0
Wülknitz;14627340;Röderaue-Wülknitz;146275234.0
Zeithain;14627360;Zeithain;146270360.0
Altenberg, Stadt;14628010;Altenberg;146285201.0
Bad Gottleuba-Berggießhübel, Stadt;14628020;Bad Gottleuba-Berggießhübel;146285202.0
Bad Schandau, Stadt;14628030;Bad Schandau;146285204.0
Bahretal;14628040;Bad Gottleuba-Berggießhübel;146285202.0
Bannewitz;14628050;Bannewitz;146280050.0
Dippoldiswalde, Stadt;14628060;Dippoldiswalde, Stadt;146280060.0
Dohma;14628070;Pirna;146285229.0
Dohna, Stadt;14628080;Dohna-Müglitztal;146285209.0
Dorfhain;14628090;Tharandt;146285240.0
Dürrröhrsdorf-Dittersbach;14628100;Dürrröhrsdorf-Dittersbach;146280100.0
Freital, Stadt;14628110;Freital, Stadt;146280110.0
Glashütte, Stadt;14628130;Glashütte, Stadt;146280130.0
Gohrisch;14628140;Königstein/Sächs. Schw.;146285219.0
Hartmannsdorf-Reichenau;14628150;Klingenberg;146285230.0
Heidenau, Stadt;14628160;Heidenau, Stadt;146280160.0
Hermsdorf/Erzgeb.;14628170;Altenberg;146285201.0
Hohnstein, Stadt;14628190;Hohnstein, Stadt;146280190.0
Klingenberg;14628205;Klingenberg;146285230.0
Königstein/Sächs. Schw., Stadt;14628210;Königstein/Sächs. Schw.;146285219.0
Kreischa;14628220;Kreischa;146280220.0
Liebstadt, Stadt;14628230;Bad Gottleuba-Berggießhübel;146285202.0
Lohmen;14628240;Lohmen/Stadt Wehlen;146285221.0
Müglitztal;14628250;Dohna-Müglitztal;146285209.0
Neustadt in Sachsen, Stadt;14628260;Neustadt in Sachsen, Stadt;146280260.0
Pirna, Stadt;14628270;Pirna;146285229.0
Rabenau, Stadt;14628300;Rabenau, Stadt;146280300.0
Rathen, Kurort;14628310;Königstein/Sächs. Schw.;146285219.0
Rathmannsdorf;14628320;Bad Schandau;146285204.0
Reinhardtsdorf-Schöna;14628330;Bad Schandau;146285204.0
Rosenthal-Bielatal;14628340;Königstein/Sächs. Schw.;146285219.0
Sebnitz, Stadt;14628360;Sebnitz, Stadt;146280360.0
Stadt Wehlen, Stadt;14628370;Lohmen/Stadt Wehlen;146285221.0
Stolpen, Stadt;14628380;Stolpen, Stadt;146280380.0
Struppen;14628390;Königstein/Sächs. Schw.;146285219.0
Tharandt, Stadt;14628400;Tharandt;146285240.0
Wilsdruff, Stadt;14628410;Wilsdruff, Stadt;146280410.0
Leipzig, Stadt;14713000;Leipzig, Stadt;147130000.0
Bad Lausick, Stadt;14729010;Bad Lausick;147295301.0
Belgershain;14729020;Naunhof;147295307.0
Bennewitz;14729030;Bennewitz;147290030.0
Böhlen, Stadt;14729040;Böhlen, Stadt;147290040.0
Borna, Stadt;14729050;Borna, Stadt;147290050.0
Borsdorf;14729060;Borsdorf;147290060.0
Brandis, Stadt;14729070;Brandis, Stadt;147290070.0
Colditz, Stadt;14729080;Colditz, Stadt;147290080.0
Elstertrebnitz;14729100;Pegau;147295308.0
Frohburg, Stadt;14729140;Frohburg, Stadt;147290140.0
Geithain, Stadt;14729150;Geithain, Stadt;147290150.0
Grimma, Stadt;14729160;Grimma, Stadt;147290160.0
Groitzsch, Stadt;14729170;Groitzsch, Stadt;147290170.0
Großpösna;14729190;Großpösna;147290190.0
Kitzscher, Stadt;14729220;Kitzscher, Stadt;147290220.0
Lossatal;14729245;Lossatal;147290245.0
Machern;14729250;Machern;147290250.0
Markkleeberg, Stadt;14729260;Markkleeberg, Stadt;147290260.0
Markranstädt, Stadt;14729270;Markranstädt, Stadt;147290270.0
Naunhof, Stadt;14729300;Naunhof;147295307.0
Neukieritzsch;14729320;Neukieritzsch;147290320.0
Otterwisch;14729330;Bad Lausick;147295301.0
Parthenstein;14729340;Naunhof;147295307.0
Pegau, Stadt;14729350;Pegau;147295308.0
Regis-Breitingen, Stadt;14729360;Regis-Breitingen, Stadt;147290360.0
Rötha, Stadt;14729370;Rötha, Stadt;147290370.0
Thallwitz;14729380;Thallwitz;147290380.0
Trebsen/Mulde, Stadt;14729400;Trebsen/Mulde, Stadt;147290400.0
Wurzen, Stadt;14729410;Wurzen, Stadt;147290410.0
Zwenkau, Stadt;14729430;Zwenkau, Stadt;147290430.0
Arzberg;14730010;Beilrode;147305302.0
Bad Düben, Stadt;14730020;Bad Düben, Stadt;147300020.0
Beilrode;14730030;Beilrode;147305302.0
Belgern-Schildau, Stadt;14730045;Belgern-Schildau, Stadt;147300045.0
Cavertitz;14730050;Cavertitz;147300050.0
Dahlen, Stadt;14730060;Dahlen, Stadt;147300060.0
Delitzsch, Stadt;14730070;Delitzsch, Stadt;147300070.0
Doberschütz;14730080;Doberschütz;147300080.0
Dommitzsch, Stadt;14730090;Dommitzsch;147305303.0
Dreiheide;14730100;Torgau;147305311.0
Eilenburg, Stadt;14730110;Eilenburg, Stadt;147300110.0
Elsnig;14730120;Dommitzsch;147305303.0
Jesewitz;14730140;Eilenburg-West;147305601.0
Krostitz;14730150;Krostitz;147305306.0
Laußig;14730160;Laußig;147300160.0
Liebschützberg;14730170;Liebschützberg;147300170.0
Löbnitz;14730180;Löbnitz;147300180.0
Mockrehna;14730190;Mockrehna;147300190.0
Mügeln, Stadt;14730200;Mügeln, Stadt;147300200.0
Naundorf;14730210;Naundorf;147300210.0
Oschatz, Stadt;14730230;Oschatz, Stadt;147300230.0
Rackwitz;14730250;Rackwitz;147300250.0
Schkeuditz, Stadt;14730270;Schkeuditz, Stadt;147300270.0
Schönwölkau;14730280;Krostitz;147305306.0
Taucha, Stadt;14730300;Taucha, Stadt;147300300.0
Torgau, Stadt;14730310;Torgau;147305311.0
Trossin;14730320;Dommitzsch;147305303.0
Wermsdorf;14730330;Wermsdorf;147300330.0
Wiedemar;14730340;Wiedemar;147300340.0
Zschepplin;14730360;Eilenburg-West;147305601.0
Dessau-Roßlau, Stadt;15001000;Dessau-Roßlau, Stadt;150010000.0
Halle (Saale), Stadt;15002000;Halle (Saale), Stadt;150020000.0
Magdeburg, Landeshauptstadt;15003000;Magdeburg, Landeshauptstadt;150030000.0
Apenburg-Winterfeld, Flecken;15081026;Beetzendorf-Diesdorf;150815051.0
Arendsee (Altmark), Stadt;15081030;Arendsee (Altmark), Stadt;150810030.0
Beetzendorf;15081045;Beetzendorf-Diesdorf;150815051.0
Dähre;15081095;Beetzendorf-Diesdorf;150815051.0
Diesdorf, Flecken;15081105;Beetzendorf-Diesdorf;150815051.0
Gardelegen, Hansestadt;15081135;Gardelegen, Hansestadt;150810135.0
Jübar;15081225;Beetzendorf-Diesdorf;150815051.0
Kalbe (Milde), Stadt;15081240;Kalbe (Milde), Stadt;150810240.0
Klötze, Stadt;15081280;Klötze, Stadt;150810280.0
Kuhfelde;15081290;Beetzendorf-Diesdorf;150815051.0
Rohrberg;15081440;Beetzendorf-Diesdorf;150815051.0
Salzwedel, Hansestadt;15081455;Salzwedel, Hansestadt;150810455.0
Wallstawe;15081545;Beetzendorf-Diesdorf;150815051.0
Aken (Elbe), Stadt;15082005;Aken (Elbe), Stadt;150820005.0
Bitterfeld-Wolfen, Stadt;15082015;Bitterfeld-Wolfen, Stadt;150820015.0
Köthen (Anhalt), Stadt;15082180;Köthen (Anhalt), Stadt;150820180.0
Muldestausee;15082241;Muldestausee;150820241.0
Osternienburger Land;15082256;Osternienburger Land;150820256.0
Raguhn-Jeßnitz, Stadt;15082301;Raguhn-Jeßnitz, Stadt;150820301.0
Sandersdorf-Brehna, Stadt;15082340;Sandersdorf;150820340.0
Südliches Anhalt, Stadt;15082377;Südliches Anhalt, Stadt;150820377.0
Zerbst/Anhalt, Stadt;15082430;Zerbst/Anhalt, Stadt;150820430.0
Zörbig, Stadt;15082440;Zörbig, Stadt;150820440.0
Altenhausen;15083020;Flechtingen;150835052.0
Am Großen Bruch;15083025;Westliche Börde;150835054.0
Angern;15083030;Elbe-Heide;150835051.0
Ausleben;15083035;Westliche Börde;150835054.0
Barleben;15083040;Barleben;150830040.0
Beendorf;15083060;Flechtingen;150835052.0
Bülstringen;15083115;Flechtingen;150835052.0
Burgstall;15083120;Elbe-Heide;150835051.0
Calvörde;15083125;Flechtingen;150835052.0
Colbitz;15083130;Elbe-Heide;150835051.0
Eilsleben;15083190;Obere Aller;150835053.0
Erxleben;15083205;Flechtingen;150835052.0
Flechtingen;15083230;Flechtingen;150835052.0
Gröningen, Stadt;15083245;Westliche Börde;150835054.0
Haldensleben, Stadt;15083270;Haldensleben, Stadt;150830270.0
Harbke;15083275;Obere Aller;150835053.0
Hohe Börde;15083298;Hohe Börde;150830298.0
Hötensleben;15083320;Obere Aller;150835053.0
Ingersleben;15083323;Flechtingen;150835052.0
Kroppenstedt, Stadt;15083355;Westliche Börde;150835054.0
Loitsche-Heinrichsberg;15083361;Elbe-Heide;150835051.0
Niedere Börde;15083390;Niedere Börde;150830390.0
Oebisfelde-Weferlingen, Stadt;15083411;Oebisfelde-Weferlingen, Stadt;150830411.0
Oschersleben (Bode), Stadt;15083415;Oschersleben (Bode), Stadt;150830415.0
Rogätz;15083440;Elbe-Heide;150835051.0
Sommersdorf;15083485;Obere Aller;150835053.0
Sülzetal;15083490;Sülzetal;150830490.0
Ummendorf;15083505;Obere Aller;150835053.0
Völpke;15083515;Obere Aller;150835053.0
Wanzleben-Börde, Stadt;15083531;Wanzleben-Börde, Stadt;150830531.0
Wefensleben;15083535;Obere Aller;150835053.0
Westheide;15083557;Elbe-Heide;150835051.0
Wolmirstedt, Stadt;15083565;Wolmirstedt, Stadt;150830565.0
Zielitz;15083580;Elbe-Heide;150835051.0
An der Poststraße;15084012;An der Finne;150845051.0
Meineweh;15084013;Wethautal;150845054.0
Bad Bibra, Stadt;15084015;An der Finne;150845051.0
Balgstädt;15084025;Unstruttal;150845053.0
Droyßig;15084115;Droyßiger-Zeitzer Forst;150845052.0
Eckartsberga, Stadt;15084125;An der Finne;150845051.0
Elsteraue;15084130;Elsteraue;150840130.0
Finne;15084132;An der Finne;150845051.0
Finneland;15084133;An der Finne;150845051.0
Freyburg (Unstrut), Stadt;15084135;Unstruttal;150845053.0
Gleina;15084150;Unstruttal;150845053.0
Goseck;15084170;Unstruttal;150845053.0
Gutenborn;15084207;Droyßiger-Zeitzer Forst;150845052.0
Hohenmölsen, Stadt;15084235;Hohenmölsen, Stadt;150840235.0
Kaiserpfalz;15084246;An der Finne;150845051.0
Karsdorf;15084250;Unstruttal;150845053.0
Kretzschau;15084275;Droyßiger-Zeitzer Forst;150845052.0
Lanitz-Hassel-Tal;15084282;An der Finne;150845051.0
Laucha an der Unstrut, Stadt;15084285;Unstruttal;150845053.0
Lützen, Stadt;15084315;Lützen, Stadt;150840315.0
Mertendorf;15084335;Wethautal;150845054.0
Molauer Land;15084341;Wethautal;150845054.0
Naumburg (Saale), Stadt;15084355;Naumburg (Saale), Stadt;150840355.0
Nebra (Unstrut), Stadt;15084360;Unstruttal;150845053.0
Osterfeld, Stadt;15084375;Wethautal;150845054.0
Schnaudertal;15084442;Droyßiger-Zeitzer Forst;150845052.0
Schönburg;15084445;Wethautal;150845054.0
Stößen, Stadt;15084470;Wethautal;150845054.0
Teuchern, Stadt;15084490;Teuchern, Stadt;150840490.0
Weißenfels, Stadt;15084550;Weißenfels, Stadt;150840550.0
Wethau;15084560;Wethautal;150845054.0
Wetterzeube;15084565;Droyßiger-Zeitzer Forst;150845052.0
Zeitz, Stadt;15084590;Zeitz, Stadt;150840590.0
